,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long,Coordinates,GEOID,State,County,City,Name,RegionID,year,eviction-rate,eviction-filing-rate,2011-2015,2015-2019
3300,"6116 S Saint Lawrence Ave 1, Chicago, IL 60637",1500,Apt,1.0,3.0,Yes,Available Now,(773) 575-8945,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4764983,41.7834,-87.6112,POINT (-87.6112 41.7834),170314206002,IL,Cook,Chicago,West Woodlawn,403353,2016,1.42,6.86,-0.04661654135338346,0.026813880126182965
3301,"5656 S Marshfield Ave  , Chicago, IL 60636",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4765280,41.7905,-87.666,POINT (-87.666 41.7905),170316703001,IL,Cook,Chicago,West Englewood,269612,2016,3.74,10.28,0.0024813895781637717,0.11303630363036303
3302,"6814 S Normal Blvd 3s, Chicago, IL 60621",1100,Apt,1.0,3.0,Yes,Available Now,(773) 558-3772,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4765581,41.7703,-87.6376,POINT (-87.63760000000001 41.7703),170316812003,IL,Cook,Chicago,Englewood,138261,2016,3.61,8.85,-0.018268467037331215,0.0744336569579288
3303,"6957 S Princeton Ave  , Chicago, IL 60621",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4765647,41.7674,-87.6319,POINT (-87.6319 41.7674),170316903002,IL,Cook,Chicago,Englewood,138261,2016,1.03,2.69,-0.018268467037331215,0.0744336569579288
3304,"6957 S Princeton Ave  , Chicago, IL 60621",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4765653,41.7674,-87.6319,POINT (-87.6319 41.7674),170316903002,IL,Cook,Chicago,Englewood,138261,2016,1.03,2.69,-0.018268467037331215,0.0744336569579288
3305,"7419 S Princeton Ave  1, Chicago, IL 60621",1200,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4765659,41.7594,-87.6317,POINT (-87.6317 41.7594),170316911002,IL,Cook,Chicago,Englewood,138261,2016,3.11,6.22,-0.018268467037331215,0.0744336569579288
3306,"5253 S Prairie Ave  2, Chicago, IL 60615",1512,Apt,1.5,3.0,Yes,Available Now,(708) 793-7317,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4765661,41.7987,-87.619,POINT (-87.619 41.7987),170318361001,IL,Cook,Chicago,Washington Park,275927,2016,3.91,8.14,-0.03381294964028777,0.0387192851824274
3307,"7046 S Chappel Ave 2, Chicago, IL 60649",1253,Apt,1.0,2.0,Yes,Available Now,(773) 789-8830,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4765759,41.7665,-87.5752,POINT (-87.5752 41.7665),170314301012,IL,Cook,Chicago,South Shore,269608,2016,6.72,11.19,-0.028191072826938137,0.038678485092667206
3308,"6565 S Yale Ave  3, Chicago, IL 60621",700,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4765857,41.7747,-87.6314,POINT (-87.6314 41.7747),170316809003,IL,Cook,Chicago,Englewood,138261,2016,1.78,3.56,-0.018268467037331215,0.0744336569579288
3309,"7741 S Carpenter St  2, Chicago, IL 60620",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4765884,41.753,-87.6499,POINT (-87.6499 41.753),170317102003,IL,Cook,Chicago,Gresham,269571,2016,3.51,8.33,-0.0031007751937984496,0.09720062208398134
3310,"3213 W Warren Blvd  2, Chicago, IL 60624",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4765905,41.8816,-87.7067,POINT (-87.7067 41.8816),170318369002,IL,Cook,Chicago,East Garfield Park,269577,2016,2.26,5.28,-0.012162162162162163,0.03419972640218878
3311,"6916 S Clyde Ave  , Chicago, IL 60649",1088,Apt,1.0,1.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4765921,41.7692,-87.5743,POINT (-87.57429999999999 41.7692),170314301011,IL,Cook,Chicago,South Shore,269608,2016,9.66,30.43,-0.028191072826938137,0.038678485092667206
3312,"7704 S Aberdeen St  1, Chicago, IL 60620",1250,Apt,1.0,3.0,Yes,Available Now,(317) 410-5262,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4765944,41.7539,-87.6517,POINT (-87.65170000000001 41.7539),170317102004,IL,Cook,Chicago,Gresham,269571,2016,2.17,8.7,-0.0031007751937984496,0.09720062208398134
3313,"7704 S Aberdeen St  2, Chicago, IL 60620",1250,Apt,1.0,3.0,Yes,Available Now,(317) 410-5262,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4765947,41.7539,-87.6517,POINT (-87.65170000000001 41.7539),170317102004,IL,Cook,Chicago,Gresham,269571,2016,2.17,8.7,-0.0031007751937984496,0.09720062208398134
3314,"5543 W Gladys Ave  2, Chicago, IL 60644",1195,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4765986,41.8754,-87.7633,POINT (-87.7633 41.8754),170312521022,IL,Cook,Chicago,South Austin,403120,2016,3.57,9.42,-0.003479471120389701,0.05377094972067039
3315,"8614 S Sangamon St  , Chicago, IL 60620",1250,Apt,1.0,3.0,Yes,Available Now,(630) 415-5414,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4766061,41.7373,-87.6476,POINT (-87.6476 41.7373),170317110002,IL,Cook,Chicago,Gresham,269571,2016,3.67,9.17,-0.0031007751937984496,0.09720062208398134
3316,"10415 S Vernon Ave  2, Chicago, IL 60628",750,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4766212,41.705,-87.6122,POINT (-87.6122 41.705),170314909024,IL,Cook,Chicago,Rosemoor,403379,2016,0.98,3.92,0.011627906976744186,0.10727969348659004
3317,"7451 S Bennett Ave  4, Chicago, IL 60649",1100,Apt,1.0,2.0,Yes,Available Now,(708) 793-7317,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4766447,41.7591,-87.5788,POINT (-87.5788 41.7591),170314309002,IL,Cook,Chicago,South Shore,269608,2016,2.99,6.59,-0.028191072826938137,0.038678485092667206
3318,"1924 S Troy St  , Chicago, IL 60623",1275,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4766460,41.8546,-87.7044,POINT (-87.70440000000001 41.8546),170318431002,IL,Cook,Chicago,Archer Heights,269568,2016,0.54,4.86,-0.015256588072122053,0.06267605633802817
3319,"301 W 117th St  2, Chicago, IL 60628",1200,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4766494,41.6814,-87.6301,POINT (-87.6301 41.6814),170315302005,IL,Cook,Chicago,West Pullman,140913,2016,2.75,7.69,0.009828009828009828,0.12570965125709652
3320,"5601 S May St  1, Chicago, IL 60621",1200,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4766600,41.7922,-87.6534,POINT (-87.6534 41.7922),170316805001,IL,Cook,Chicago,Englewood,138261,2016,0.81,8.06,-0.018268467037331215,0.0744336569579288
3321,"8201 S Bishop St  , Chicago, IL 60620",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4766720,41.7448,-87.6594,POINT (-87.65940000000001 41.7448),170317107004,IL,Cook,Chicago,Gresham,269571,2016,2.86,7.76,-0.0031007751937984496,0.09720062208398134
3322,"6032 S Saint Lawrence Ave  2, Chicago, IL 60637",1000,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4766724,41.7848,-87.6112,POINT (-87.6112 41.7848),170314206001,IL,Cook,Chicago,West Woodlawn,403353,2016,2.81,8.15,-0.04661654135338346,0.026813880126182965
3323,"358 E 70th St  1, Chicago, IL 60637",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4766725,41.7677,-87.6162,POINT (-87.61620000000001 41.7677),170316904002,IL,Cook,Chicago,Park Manor,403356,2016,2.56,6.07,-0.023148148148148147,0.06398104265402843
3324,"7353 S Saint Lawrence Ave  1, Chicago, IL 60619",1500,House,2.0,3.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-House/4766768,41.7612,-87.6102,POINT (-87.61020000000001 41.7612),170316909003,IL,Cook,Chicago,Park Manor,403356,2016,3.0,6.0,-0.023148148148148147,0.06398104265402843
3325,"7049 S Carpenter St  2, Chicago, IL 60621",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4766806,41.7655,-87.6503,POINT (-87.6503 41.7655),170316811003,IL,Cook,Chicago,Englewood,138261,2016,6.02,9.02,-0.018268467037331215,0.0744336569579288
3326,"3255 W Fulton Blvd  , Chicago, IL 60624",1088,Apt,1.0,1.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4766863,41.8861,-87.7084,POINT (-87.7084 41.8861),170318368002,IL,Cook,Chicago,East Garfield Park,269577,2016,2.85,6.58,-0.012162162162162163,0.03419972640218878
3327,"7748 S Colfax Ave  , Chicago, IL 60649",1400,Apt,2.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4766899,41.7539,-87.5618,POINT (-87.56180000000001 41.7539),170314313012,IL,Cook,Chicago,South Shore,269608,2016,7.65,17.1,-0.028191072826938137,0.038678485092667206
3328,"8300 S Elizabeth St  , Chicago, IL 60620",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4766924,41.7431,-87.6551,POINT (-87.6551 41.7431),170317111001,IL,Cook,Chicago,Gresham,269571,2016,0.75,3.76,-0.0031007751937984496,0.09720062208398134
3329,"4640 S Talman Ave  1, Chicago, IL 60632",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4766951,41.8089,-87.6908,POINT (-87.6908 41.8089),170318428001,IL,Cook,Chicago,Brighton Park,273040,2016,0.0,0.44,0.0021156558533145277,0.057705840957072485
3330,"721 W 80th St  3, Chicago, IL 60620",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767028,41.7487,-87.6425,POINT (-87.6425 41.7487),170317109001,IL,Cook,Chicago,Gresham,269571,2016,1.5,8.0,-0.0031007751937984496,0.09720062208398134
3331,"6212 S Champlain Ave  , Chicago, IL 60637",1250,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767155,41.7817,-87.6099,POINT (-87.6099 41.7817),170314205002,IL,Cook,Chicago,West Woodlawn,403353,2016,1.89,5.03,-0.04661654135338346,0.026813880126182965
3332,"1024 E 80th St  , Chicago, IL 60619",950,Apt,1.0,2.0,Yes,Available Now,(616) 835-3304,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4767242,41.7497,-87.5993,POINT (-87.5993 41.7497),170314401011,IL,Cook,Chicago,East Chatham,403360,2016,5.31,11.86,-0.04291497975708502,0.05499153976311337
3333,"1026 E 80th St  , Chicago, IL 60619",995,Apt,1.0,2.0,Yes,Available Now,(616) 835-3304,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4767245,41.7497,-87.5993,POINT (-87.5993 41.7497),170314401011,IL,Cook,Chicago,East Chatham,403360,2016,5.31,11.86,-0.04291497975708502,0.05499153976311337
3334,"7312 S Maryland Ave  , Chicago, IL 60619",1250,House,1.0,3.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4767252,41.7618,-87.6044,POINT (-87.6044 41.7618),170318418001,IL,Cook,Chicago,Grand Crossing,276349,2016,4.03,4.03,-0.02107728337236534,0.058213716108452954
3335,"515 N Ridgeway Ave  2, Chicago, IL 60624",1000,Apt,1.0,2.0,Yes,Available Now,(773) 592-2462,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4767322,41.8905,-87.7195,POINT (-87.7195 41.8905),170312315005,IL,Cook,Chicago,East Garfield Park,269577,2016,0.84,2.94,-0.012162162162162163,0.03419972640218878
3336,"1954 W 115th St  2, Chicago, IL 60643",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767334,41.6848,-87.6712,POINT (-87.6712 41.6848),170317505003,IL,Cook,Chicago,Morgan Park,269595,2016,0.52,4.94,-0.008178438661710037,0.10044977511244378
3337,"6231 S Racine Ave  2, Chicago, IL 60636",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767355,41.7805,-87.6543,POINT (-87.65430000000001 41.7805),170316806002,IL,Cook,Chicago,Englewood,138261,2016,2.2,6.61,-0.018268467037331215,0.0744336569579288
3338,"7643 S Phillips Ave  2, Chicago, IL 60649",1502,Apt,1.5,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4767402,41.7559,-87.5649,POINT (-87.56489999999999 41.7559),170314313023,IL,Cook,Chicago,South Shore,269608,2016,5.43,12.56,-0.028191072826938137,0.038678485092667206
3339,"6625 S Morgan St  , Chicago, IL 60621",1253,Apt,1.5,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-full-bathroom-rental-Apt/4767428,41.7734,-87.6491,POINT (-87.6491 41.7734),170316810003,IL,Cook,Chicago,Englewood,138261,2016,0.94,4.72,-0.018268467037331215,0.0744336569579288
3340,"4800 S Chicago Beach Dr  , Chicago, IL 60615",1200,Apt,1.0,1.0,Yes,Available Now,(773) 965-4200,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4767437,41.8066,-87.5866,POINT (-87.5866 41.8066),170313907001,IL,Cook,Chicago,Kenwood,274178,2016,7.55,12.83,0.06094968107725018,0.026720106880427523
3341,"2128 N Mulligan Ave  2, Chicago, IL 60639",1300,Apt,1.0,2.0,Yes,Available Now,(773) 457-1630,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4767551,41.9191,-87.7843,POINT (-87.7843 41.9191),170311913013,IL,Cook,Chicago,Galewood,403325,2016,0.0,1.58,0.05148883374689826,0.10147492625368731
3342,"2128 N Mulligan Ave 1, Chicago, IL 60639",1500,Apt,1.0,3.0,Yes,Available Now,(773) 457-1630,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767555,41.9191,-87.7843,POINT (-87.7843 41.9191),170311913013,IL,Cook,Chicago,Galewood,403325,2016,0.0,1.58,0.05148883374689826,0.10147492625368731
3343,"6621 S Rhodes Ave  2, Chicago, IL 60637",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767561,41.7742,-87.6116,POINT (-87.6116 41.7742),170314207003,IL,Cook,Chicago,West Woodlawn,403353,2016,2.71,8.53,-0.04661654135338346,0.026813880126182965
3344,"5706 S Emerald Ave  2, Chicago, IL 60621",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767592,41.7903,-87.6441,POINT (-87.64409999999999 41.7903),170318347003,IL,Cook,Chicago,Englewood,138261,2016,3.57,9.52,-0.018268467037331215,0.0744336569579288
3345,"6220 S Saint Lawrence Ave  , Chicago, IL 60637",1350,Apt,2.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4767753,41.7815,-87.6112,POINT (-87.6112 41.7815),170314206002,IL,Cook,Chicago,West Woodlawn,403353,2016,1.42,6.86,-0.04661654135338346,0.026813880126182965
3346,"7947 S Aberdeen St  , Chicago, IL 60620",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767778,41.7491,-87.6509,POINT (-87.65089999999999 41.7491),170317108005,IL,Cook,Chicago,Gresham,269571,2016,2.13,5.67,-0.0031007751937984496,0.09720062208398134
3347,"7847 S Ridgeland Ave 2nd Floor, Chicago, IL 60649",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767781,41.752,-87.5818,POINT (-87.5818 41.752),170318342003,IL,Cook,Chicago,South Shore,269608,2016,3.15,6.69,-0.028191072826938137,0.038678485092667206
3348,"5225 S Calumet Ave  , Chicago, IL 60615",1253,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4767794,41.7998,-87.6176,POINT (-87.6176 41.7998),170318361003,IL,Cook,Chicago,Washington Park,275927,2016,4.6,10.34,-0.03381294964028777,0.0387192851824274
3349,"1641 W 89th St  3, Chicago, IL 60620",1088,Apt,1.0,1.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4767797,41.7319,-87.6646,POINT (-87.66459999999999 41.7319),170317303001,IL,Cook,Chicago,Gresham,269571,2016,2.29,11.45,-0.0031007751937984496,0.09720062208398134
3350,"4426 W Jackson Blvd  , Chicago, IL 60624",1512,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767870,41.8772,-87.7364,POINT (-87.7364 41.8772),170312605001,IL,Cook,Chicago,West Garfield Park,269613,2016,2.45,5.88,-0.03136136849607983,0.046357615894039736
3351,"8237 S Green St  2, Chicago, IL 60620",1350,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4767992,41.744,-87.6448,POINT (-87.6448 41.744),170317108003,IL,Cook,Chicago,Gresham,269571,2016,1.37,2.05,-0.0031007751937984496,0.09720062208398134
3352,"6142 N California Ave  310, Chicago, IL 60659",915,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768265,41.9935,-87.6998,POINT (-87.6998 41.9935),170310207023,IL,Cook,Chicago,West Rogers Park,403169,2016,0.82,1.37,0.03,0.021359223300970873
3353,"6840 S Perry Ave 3e, Chicago, IL 60621",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768359,41.7696,-87.6287,POINT (-87.62869999999999 41.7696),170316903001,IL,Cook,Chicago,Englewood,138261,2016,5.38,18.28,-0.018268467037331215,0.0744336569579288
3354,"7505 S Stewart Ave 3d, Chicago, IL 60620",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768362,41.7579,-87.634,POINT (-87.634 41.7579),170316912001,IL,Cook,Chicago,Gresham,269571,2016,3.02,7.79,-0.0031007751937984496,0.09720062208398134
3355,"7909 S Albany Ave  , Chicago, IL 60652",900,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4768438,41.7494,-87.6997,POINT (-87.69970000000001 41.7494),170317005014,IL,Cook,Chicago,Wrightwood,403151,2016,1.89,10.69,0.01881331403762663,0.10511363636363637
3356,"6358 S Sacramento Ave  , Chicago, IL 60629",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4768448,41.7774,-87.6985,POINT (-87.6985 41.7774),170316606005,IL,Cook,Chicago,Marquette Park,403148,2016,3.46,7.14,0.029065200314218383,0.1
3357,"7648 S Essex Ave  3, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Available Now,(773) 808-4321,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768467,41.7557,-87.564,POINT (-87.56399999999999 41.7557),170314313023,IL,Cook,Chicago,South Shore,269608,2016,5.43,12.56,-0.028191072826938137,0.038678485092667206
3358,"8920 S Loomis St  , Chicago, IL 60620",791,Apt,1.0,1.0,Yes,Available Now,(847) 849-5301,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4768482,41.7315,-87.6584,POINT (-87.6584 41.7315),170317302013,IL,Cook,Chicago,Brainerd,403378,2016,2.18,5.34,0.0030959752321981426,0.11265432098765432
3359,"8920 S Loomis St  , Chicago, IL 60620",897,Apt,1.0,2.0,Yes,Available Now,(847) 849-5301,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768485,41.7315,-87.6584,POINT (-87.6584 41.7315),170317302013,IL,Cook,Chicago,Brainerd,403378,2016,2.18,5.34,0.0030959752321981426,0.11265432098765432
3360,"8920 S Loomis St  , Chicago, IL 60620",1100,Apt,2.0,3.0,Yes,Available Now,(847) 849-5301,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4768486,41.7315,-87.6584,POINT (-87.6584 41.7315),170317302013,IL,Cook,Chicago,Brainerd,403378,2016,2.18,5.34,0.0030959752321981426,0.11265432098765432
3361,"8920 S Loomis St  , Chicago, IL 60620",1250,Apt,2.0,4.0,Yes,Available Now,(847) 849-5301,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4768487,41.7315,-87.6584,POINT (-87.6584 41.7315),170317302013,IL,Cook,Chicago,Brainerd,403378,2016,2.18,5.34,0.0030959752321981426,0.11265432098765432
3362,"7701 S Essex Ave  3, Chicago, IL 60649",1253,Apt,1.0,2.0,Yes,Available Now,(708) 793-7317,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768719,41.7552,-87.5635,POINT (-87.5635 41.7552),170314313012,IL,Cook,Chicago,South Shore,269608,2016,7.65,17.1,-0.028191072826938137,0.038678485092667206
3363,"8014 S Michigan Ave  1st Floor, Chicago, IL 60619",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4768789,41.7487,-87.6217,POINT (-87.6217 41.7487),170314403005,IL,Cook,Chicago,Chatham,273222,2016,2.89,7.85,-0.003000750187546887,0.08653122648607976
3364,"7831 S Burnham Ave  1, Chicago, IL 60649",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768817,41.7528,-87.5566,POINT (-87.5566 41.7528),170314313011,IL,Cook,Chicago,South Shore,269608,2016,3.09,6.19,-0.028191072826938137,0.038678485092667206
3365,"7724 S May St  2, Chicago, IL 60620",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4768916,41.7534,-87.6529,POINT (-87.6529 41.7534),170317102004,IL,Cook,Chicago,Gresham,269571,2016,2.17,8.7,-0.0031007751937984496,0.09720062208398134
3366,"1617 S Avers Ave  , Chicago, IL 60623",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4768945,41.8584,-87.7208,POINT (-87.7208 41.8584),170312924001,IL,Cook,Chicago,Archer Heights,269568,2016,1.72,3.43,-0.015256588072122053,0.06267605633802817
3367,"308 E 53rd St  3, Chicago, IL 60615",1507,Apt,1.5,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4769014,41.7986,-87.6188,POINT (-87.61879999999999 41.7986),170318361001,IL,Cook,Chicago,Washington Park,275927,2016,3.91,8.14,-0.03381294964028777,0.0387192851824274
3368,"7836 S South Shore Dr 1, Chicago, IL 60649",1100,Apt,1.0,1.0,Yes,Available Now,(708) 793-7317,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4769034,41.7535,-87.5499,POINT (-87.54989999999999 41.7535),170314601001,IL,Cook,Chicago,South Shore,269608,2016,2.23,6.7,-0.028191072826938137,0.038678485092667206
3369,"1440 W 81st St  2, Chicago, IL 60620",900,Apt,1.0,2.0,Yes,Available Now,(773) 800-0151,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4769044,41.7469,-87.6601,POINT (-87.6601 41.7469),170317106001,IL,Cook,Chicago,Gresham,269571,2016,6.25,12.98,-0.0031007751937984496,0.09720062208398134
