,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long,Coordinates,GEOID,State,County,City,Name,RegionID
4757082,"7133 S Greenwood Ave 2, Chicago, IL 60619",1100,Apt,1.0,3.0,Yes,Available Now,(312) 872-0232,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4757082,41.765,-87.598,POINT (-87.598 41.765),170318418002,IL,Cook,Chicago,Grand Crossing,276349
4757090,"1113 S Mozart St  1, Chicago, IL 60612",1253,Apt,1.0,2.0,Yes,Available Now,(312) 852-3387,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757090,41.8679,-87.6969,POINT (-87.6969 41.8679),170318386002,IL,Cook,Chicago,Archer Heights,269568
4757091,"1113 S Mozart St  , Chicago, IL 60612",1400,Apt,1.0,3.0,Yes,Available Now,(312) 852-3387,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4757091,41.8679,-87.6969,POINT (-87.6969 41.8679),170318386002,IL,Cook,Chicago,Archer Heights,269568
4757126,"4034 W Grenshaw St  , Chicago, IL 60624",1250,Apt,1.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757126,41.8673,-87.7267,POINT (-87.72669999999999 41.8673),170318430002,IL,Cook,Chicago,Archer Heights,269568
4757134,"4955 W Washington Blvd  3, Chicago, IL 60644",1512,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4757134,41.8815,-87.75,POINT (-87.75 41.8815),170312518005,IL,Cook,Chicago,South Austin,403120
4757140,"575 N Long Ave  1, Chicago, IL 60644",1500,Apt,1.5,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4757140,41.891,-87.7601,POINT (-87.76009999999999 41.891),170312515002,IL,Cook,Chicago,South Austin,403120
4757141,"618 N Hamlin Ave  , Chicago, IL 60624",1650,House,1.5,5.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-full-bathroom-rental-House/4757141,41.8924,-87.7214,POINT (-87.7214 41.8924),170312315006,IL,Cook,Chicago,East Garfield Park,269577
4757159,"2105 S Drake Ave  2, Chicago, IL 60623",1475,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4757159,41.8533,-87.7134,POINT (-87.71339999999999 41.8533),170318414001,IL,Cook,Chicago,Little Village,403117
4757303,"11117 S Longwood Dr  , Chicago, IL 60643",1400,Apt,2.0,3.0,Yes,Available Now,(773) 368-2433,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4757303,41.6911,-87.6715,POINT (-87.67149999999999 41.6911),170317505003,IL,Cook,Chicago,Morgan Park,269595
4757312,"8424 S Drexel Ave  3, Chicago, IL 60619",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757312,41.7414,-87.6028,POINT (-87.6028 41.7414),170314401023,IL,Cook,Chicago,East Chatham,403360
4757461,"5152 W Huron St  1, Chicago, IL 60644",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757461,41.8931,-87.7553,POINT (-87.75530000000001 41.8931),170312516003,IL,Cook,Chicago,South Austin,403120
4757745,"7918 S Essex Ave  1, Chicago, IL 60617",1025,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4757745,41.7512,-87.5641,POINT (-87.5641 41.7512),170314604001,IL,Cook,Chicago,South Chicago,140437
4757757,"4650 W 87th St  1, Chicago, IL 60652",1500,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4757757,41.7349,-87.738,POINT (-87.738 41.7349),170317003021,IL,Cook,Chicago,Scottsdale,403367
4757774,"7549 S Kingston Ave  3, Chicago, IL 60649",850,Apt,1.0,2.0,Yes,Available Now,(773) 572-0880,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757774,41.7575,-87.5623,POINT (-87.56229999999999 41.7575),170314313022,IL,Cook,Chicago,South Shore,269608
4757788,"7549 S Kingston Ave  3, Chicago, IL 60649",850,Apt,1.0,2.0,Yes,Available Now,(773) 572-0880,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757788,41.7575,-87.5623,POINT (-87.56229999999999 41.7575),170314313022,IL,Cook,Chicago,South Shore,269608
4757793,"2534 E 76th St  0, Chicago, IL 60649",850,Apt,1.0,2.0,Yes,Available Now,(773) 572-0880,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757793,41.7574,-87.5624,POINT (-87.5624 41.7574),170314313022,IL,Cook,Chicago,South Shore,269608
4757854,"6513 S Rhodes Ave  , Chicago, IL 60637",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757854,41.7762,-87.6116,POINT (-87.6116 41.7762),170314207003,IL,Cook,Chicago,West Woodlawn,403353
4757888,"4926 S Princeton Ave  , Chicago, IL 60609",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4757888,41.8046,-87.6335,POINT (-87.6335 41.8046),170318356001,IL,Cook,Chicago,Fuller Park,269581
4757965,"4348 W Maypole Ave , Chicago, IL 60624",1550,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4757965,41.8849,-87.735,POINT (-87.735 41.8849),170312603001,IL,Cook,Chicago,West Garfield Park,269613
4758152,"4418 S Drexel Blvd  , Chicago, IL 60653",1350,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4758152,41.8143,-87.6049,POINT (-87.6049 41.8143),170313903002,IL,Cook,Chicago,Bronzeville,403145
4758283,"5914 S King Dr  3, Chicago, IL 60637",1400,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4758283,41.787,-87.6162,POINT (-87.61620000000001 41.787),170318345001,IL,Cook,Chicago,Washington Park,275927
4758316,"5035 W West End Ave  1, Chicago, IL 60644",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4758316,41.8038,-87.5853,POINT (-87.5853 41.8038),170313907003,IL,Cook,Chicago,Kenwood,274178
4758324,"7153 S Parnell Ave  , Chicago, IL 60621",1050,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4758324,41.7637,-87.6379,POINT (-87.6379 41.7637),170316813002,IL,Cook,Chicago,Englewood,138261
4758359,"7836 S Euclid Ave  3, Chicago, IL 60649",1050,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4758359,41.7523,-87.5776,POINT (-87.5776 41.7523),170318342001,IL,Cook,Chicago,South Shore,269608
4758366,"7718 S Phillips Ave  , Chicago, IL 60649",1050,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4758366,41.7547,-87.5654,POINT (-87.5654 41.7547),170314313012,IL,Cook,Chicago,South Shore,269608
4758375,"3320 W Polk St  1, Chicago, IL 60624",1253,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4758375,41.8712,-87.7092,POINT (-87.7092 41.8712),170318373002,IL,Cook,Chicago,Homan Square,403327
4758376,"3818 W Van Buren St  2, Chicago, IL 60624",1690,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4758376,41.8755,-87.7214,POINT (-87.7214 41.8755),170312608002,IL,Cook,Chicago,East Garfield Park,269577
4758377,"9625 S Forest Ave  1, Chicago, IL 60628",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4758377,41.7192,-87.6162,POINT (-87.61620000000001 41.7192),170314905001,IL,Cook,Chicago,Rosemoor,403379
4758639,"10406 S Prairie Ave  , Chicago, IL 60628",575,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4758639,41.7051,-87.6177,POINT (-87.6177 41.7051),170314909023,IL,Cook,Chicago,Rosemoor,403379
4758695,"2840 W 66th St  2e, Chicago, IL 60629",900,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4758695,41.7738,-87.6949,POINT (-87.6949 41.7738),170316608004,IL,Cook,Chicago,Marquette Park,403148
4758701,"6742 S Calumet Ave  2, Chicago, IL 60637",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4758701,41.7716,-87.6175,POINT (-87.61750000000001 41.7716),170316904001,IL,Cook,Chicago,Park Manor,403356
4758776,"7728 S Carpenter St  , Chicago, IL 60620",975,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4758776,41.7533,-87.6505,POINT (-87.65049999999999 41.7533),170317102003,IL,Cook,Chicago,Gresham,269571
4758820,"3615 W 79th St  , Chicago, IL 60652",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4758820,41.7494,-87.7128,POINT (-87.7128 41.7494),170317004012,IL,Cook,Chicago,Ashburn,269570
4759195,"319 W 106th Pl  , Chicago, IL 60628",1250,House,1.0,3.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4759195,41.7005,-87.6313,POINT (-87.6313 41.7005),170314910005,IL,Cook,Chicago,Fernwood,403377
4759210,"2205 E 70th Pl  , Chicago, IL 60649",1250,Apt,1.0,1.0,Yes,Available Now,(773) 491-4904,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4759210,41.767,-87.5713,POINT (-87.57129999999999 41.767),170314301022,IL,Cook,Chicago,South Shore,269608
4759254,"6625 S Greenwood Ave 2, Chicago, IL 60637",1000,Apt,1.0,2.0,Yes,Available Now,(773) 491-4904,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4759254,41.7746,-87.5996,POINT (-87.5996 41.7746),170318344003,IL,Cook,Chicago,Woodlawn,276138
4759282,"6619 S Greenwood Ave  3, Chicago, IL 60637",1100,Apt,1.0,2.0,Yes,Available Now,(312) 852-3387,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4759282,41.7747,-87.5996,POINT (-87.5996 41.7747),170318344003,IL,Cook,Chicago,Woodlawn,276138
4759400,"6700 S South Shore Dr  18, Chicago, IL 60649",1000,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4759400,41.7733,-87.5671,POINT (-87.5671 41.7733),170318439003,IL,Cook,Chicago,South Shore,269608
4759535,"8450 S Cottage Grove Ave  1, Chicago, IL 60619",895,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4759535,41.7407,-87.6053,POINT (-87.6053 41.7407),170314402022,IL,Cook,Chicago,Chatham,273222
4759538,"8036 S Laflin St  1, Chicago, IL 60620",1125,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4759538,41.7474,-87.6612,POINT (-87.66119999999999 41.7474),170317106002,IL,Cook,Chicago,Gresham,269571
4759547,"11344 S Calumet Ave  1, Chicago, IL 60628",975,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4759547,41.6877,-87.6148,POINT (-87.6148 41.6877),170314914003,IL,Cook,Chicago,Roseland,275251
4759553,"11344 S Calumet Ave  2, Chicago, IL 60628",1075,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4759553,41.6877,-87.6148,POINT (-87.6148 41.6877),170314914003,IL,Cook,Chicago,Roseland,275251
4759600,"4540 W Jackson Blvd  1, Chicago, IL 60624",1100,Duplex,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Duplex/4759600,41.8771,-87.7394,POINT (-87.7394 41.8771),170312605001,IL,Cook,Chicago,West Garfield Park,269613
4759725,"8134 S Muskegon Ave  2, Chicago, IL 60617",1150,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4759725,41.7472,-87.5555,POINT (-87.55549999999999 41.7472),170314603024,IL,Cook,Chicago,South Chicago,140437
4759753,"6913 S Wabash Ave  , Chicago, IL 60637",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4759753,41.7687,-87.6229,POINT (-87.6229 41.7687),170316904003,IL,Cook,Chicago,Park Manor,403356
4759823,"1431 W 108th St  , Chicago, IL 60643",1300,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4759823,41.6975,-87.6584,POINT (-87.6584 41.6975),170317501003,IL,Cook,Chicago,Morgan Park,269595
4759920,"3920 W Huron St  2w, Chicago, IL 60624",1175,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4759920,41.8938,-87.7245,POINT (-87.72450000000001 41.8938),170312315006,IL,Cook,Chicago,East Garfield Park,269577
4759922,"3920 W Huron St  , Chicago, IL 60624",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4759922,41.8938,-87.7245,POINT (-87.72450000000001 41.8938),170312315006,IL,Cook,Chicago,East Garfield Park,269577
4759980,"1518 E 68th St  3, Chicago, IL 60637",875,Apt,1.0,2.0,Yes,Available Now,(773) 879-4220,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4759980,41.7717,-87.588,POINT (-87.58799999999999 41.7717),170314303001,IL,Cook,Chicago,Grand Crossing,276349
4760079,"6613 S Whipple St  1, Chicago, IL 60629",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4760079,41.7731,-87.699,POINT (-87.699 41.7731),170316608005,IL,Cook,Chicago,Marquette Park,403148
4760218,"8101 S Green St  1, Chicago, IL 60620",1450,Apt,1.0,4.0,Yes,Available Now,(773) 633-2369,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4760218,41.7468,-87.6449,POINT (-87.64490000000001 41.7468),170317108002,IL,Cook,Chicago,Gresham,269571
4760228,"7844 S Luella Ave  , Chicago, IL 60649",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760228,41.752,-87.5701,POINT (-87.5701 41.752),170314312001,IL,Cook,Chicago,South Shore,269608
4760250,"6552 S Rhodes Ave  1, Chicago, IL 60637",1300,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4760250,41.7752,-87.6122,POINT (-87.6122 41.7752),170314207003,IL,Cook,Chicago,West Woodlawn,403353
4760258,"7842 S Luella Ave  , Chicago, IL 60649",850,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4760258,41.752,-87.5701,POINT (-87.5701 41.752),170314312001,IL,Cook,Chicago,South Shore,269608
4760261,"7842 S Luella Ave  , Chicago, IL 60649",850,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4760261,41.752,-87.5701,POINT (-87.5701 41.752),170314312001,IL,Cook,Chicago,South Shore,269608
4760304,"4814 W Wabansia Ave , Chicago, IL 60639",1250,Apt,1.0,2.0,Yes,Available Now,(773) 859-2158,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760304,41.9116,-87.7466,POINT (-87.7466 41.9116),170312502002,IL,Cook,Chicago,North Austin,403323
4760317,"184 N Leclaire Ave , Chicago, IL 60644",1450,House,2.0,6.0,Yes,Available Now,(708) 724-8362,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/6-bedroom-2-bathroom-rental-House/4760317,41.8842,-87.7531,POINT (-87.7531 41.8842),170312518002,IL,Cook,Chicago,South Austin,403120
4760318,"4111 W Grenshaw St  2, Chicago, IL 60624",1450,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4760318,41.8668,-87.7282,POINT (-87.7282 41.8668),170318430002,IL,Cook,Chicago,Archer Heights,269568
4760518,"8030 S Ellis Ave  2, Chicago, IL 60619",1100,Apt,1.0,2.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760518,41.7486,-87.6005,POINT (-87.6005 41.7486),170314401011,IL,Cook,Chicago,East Chatham,403360
4760522,"950 E 86th St  203, Chicago, IL 60619",1300,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760522,41.7388,-87.6004,POINT (-87.60039999999999 41.7388),170314401021,IL,Cook,Chicago,East Chatham,403360
4760526,"5700 S Ashland Ave  , Chicago, IL 60636",1250,Apt,2.0,3.0,Yes,Available Now,(773) 961-4367,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4760526,41.7902,-87.6649,POINT (-87.6649 41.7902),170316703001,IL,Cook,Chicago,West Englewood,269612
4760559,"7530 S Carpenter St  1, Chicago, IL 60620",1350,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760559,41.7567,-87.6506,POINT (-87.6506 41.7567),170317102003,IL,Cook,Chicago,Gresham,269571
4760635,"4157 W Crystal St  1, Chicago, IL 60651",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760635,41.9033,-87.731,POINT (-87.73099999999999 41.9033),170312306002,IL,Cook,Chicago,West Humboldt Park,403318
4760669,"7 S Mayfield Ave  , Chicago, IL 60644",900,Apt,1.0,0.0,Yes,Available Now,(224) 383-4423,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/0-bedroom-1-bathroom-rental-Apt/4760669,41.8798,-87.7712,POINT (-87.77119999999999 41.8798),170312521011,IL,Cook,Chicago,South Austin,403120
4760680,"6101 S Laflin St  , Chicago, IL 60636",1050,Apt,1.0,1.0,Yes,Available Now,(224) 383-4423,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4760680,41.7829,-87.6616,POINT (-87.66160000000001 41.7829),170316708001,IL,Cook,Chicago,Englewood,138261
4760714,"6314 S Artesian Ave  2, Chicago, IL 60629",1250,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4760714,41.7787,-87.6851,POINT (-87.68510000000001 41.7787),170316606001,IL,Cook,Chicago,Marquette Park,403148
4760783,"5349 W Crystal St  2, Chicago, IL 60651",1500,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4760783,41.9029,-87.7602,POINT (-87.7602 41.9029),170312507003,IL,Cook,Chicago,North Austin,403323
4760830,"1516 W Farwell Ave  0, Chicago, IL 60626",1600,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4760830,42.0069,-87.6686,POINT (-87.6686 42.0069),170310106001,IL,Cook,Chicago,Rogers Park,269605
4760899,"1126 S Richmond St  , Chicago, IL 60612",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4760899,41.8675,-87.6999,POINT (-87.6999 41.8675),170318386002,IL,Cook,Chicago,Archer Heights,269568
4760969,"8038 S Drexel Ave  , Chicago, IL 60619",950,Apt,1.0,2.0,Yes,Available Now,(773) 334-3359,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4760969,41.7488,-87.6028,POINT (-87.6028 41.7488),170314401014,IL,Cook,Chicago,East Chatham,403360
4760990,"6011 S Talman Ave , Chicago, IL 60629",1250,Apt,1.0,3.0,Yes,Available Now,(630) 453-8823,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4760990,41.7842,-87.6896,POINT (-87.6896 41.7842),170318350005,IL,Cook,Chicago,Chicago Lawn,269576
4761003,"1039 N Lawndale Ave  1, Chicago, IL 60651",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4761003,41.9003,-87.7186,POINT (-87.7186 41.9003),170312312001,IL,Cook,Chicago,Humboldt Park,269585
4761088,"1637 E 77th St  1, Chicago, IL 60649",1150,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4761088,41.7549,-87.5842,POINT (-87.5842 41.7549),170318342003,IL,Cook,Chicago,South Shore,269608
4761263,"7043 S Michigan Ave  1, Chicago, IL 60637",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4761263,41.7662,-87.6214,POINT (-87.62139999999999 41.7662),170316904003,IL,Cook,Chicago,Park Manor,403356
4761277,"7500 S South Shore Dr  , Chicago, IL 60649",950,Apt,1.0,1.0,Yes,Available Now,(773) 337-9959,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4761277,41.7601,-87.5574,POINT (-87.5574 41.7601),170314314002,IL,Cook,Chicago,South Shore,269608
4761334,"6241 S Throop St  2, Chicago, IL 60636",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4761334,41.7801,-87.6568,POINT (-87.6568 41.7801),170316709002,IL,Cook,Chicago,Englewood,138261
4761494,"623 N Monticello Ave  , Chicago, IL 60624",1900,House,3.0,6.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/6-bedroom-3-bathroom-rental-House/4761494,41.8925,-87.7171,POINT (-87.7171 41.8925),170312315004,IL,Cook,Chicago,East Garfield Park,269577
4761498,"44 N Menard Ave  1, Chicago, IL 60644",1250,Apt,1.5,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-full-bathroom-rental-Apt/4761498,41.8814,-87.7704,POINT (-87.7704 41.8814),170312520003,IL,Cook,Chicago,South Austin,403120
4761500,"44 N Menard Ave  1, Chicago, IL 60644",1250,Apt,1.5,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-full-bathroom-rental-Apt/4761500,41.8814,-87.7704,POINT (-87.7704 41.8814),170312520003,IL,Cook,Chicago,South Austin,403120
4761544,"6701 S Crandon Ave  , Chicago, IL 60649",1200,Apt,2.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4761544,41.7733,-87.5697,POINT (-87.5697 41.7733),170318439005,IL,Cook,Chicago,South Shore,269608
4761624,"5517 S Union Ave  , Chicago, IL 60621",1500,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4761624,41.7934,-87.6425,POINT (-87.6425 41.7934),170318347003,IL,Cook,Chicago,Englewood,138261
4761637,"6531 S Lowe Ave  , Chicago, IL 60621",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4761637,41.7751,-87.6405,POINT (-87.6405 41.7751),170316809001,IL,Cook,Chicago,Englewood,138261
4761678,"7548 S Colfax Ave 3, Chicago, IL 60649",1515,Apt,1.0,3.0,Yes,Available Now,(708) 793-7317,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4761678,41.7576,-87.5619,POINT (-87.56189999999999 41.7576),170314313022,IL,Cook,Chicago,South Shore,269608
