,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long
4749024,"7527 S Essex Ave  2, Chicago, IL 60649",1300,Apt,2.0,2.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4749024,41.7584,-87.5638
4749059,"1320 S Karlov Ave  3, Chicago, IL 60623",1300,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4749059,41.8639,-87.7276
4749125,"6840 S Wabash Ave  2, Chicago, IL 60637",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749125,41.7705,-87.6235
4749410,"5431 S Wolcott Ave  1, Chicago, IL 60609",1250,Apt,1.0,3.0,Yes,Available Now,(773) 633-2369,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749410,41.7953,-87.6718
4749414,"636 N Ridgeway Ave  , Chicago, IL 60624",1512,Apt,1.5,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4749414,41.892,-87.72
4749456,"7527 S Essex Ave  1, Chicago, IL 60649",1207,Apt,2.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4749456,41.7584,-87.5638
4749505,"7549 S Essex Ave , Chicago, IL 60649",1250,Apt,1.0,2.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4749505,41.7576,-87.5636
4749579,"955 E 86th St  1st Front, Chicago, IL 60619",846,Apt,1.0,1.0,Yes,Available Now,(773) 264-1000,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4749579,41.7382,-87.6004
4749617,"7703 S Paulina St  2, Chicago, IL 60620",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749617,41.7535,-87.6659
4749701,"6131 S University Ave  33, Chicago, IL 60637",1260,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749701,41.7836,-87.5978
4749817,"4436 W Jackson Blvd  1, Chicago, IL 60624",1450,Apt,1.0,5.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-bathroom-rental-Apt/4749817,41.877,-87.736
4749872,"5519 W Hirsch St  2, Chicago, IL 60651",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749872,41.9057,-87.7647
4749883,"7703 S Paulina St  1, Chicago, IL 60620",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749883,41.7535,-87.6659
4749919,"2158 S Millard Ave  G, Chicago, IL 60623",700,Apt,1.0,3.0,Yes,Available Now,(773) 750-2010,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749919,41.8523,-87.7163
4749934,"5226 S Michigan Ave  1n, Chicago, IL 60615",1350,Apt,2.0,4.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4749934,41.7992,-87.6227
4749935,"2336 E 70th St  1, Chicago, IL 60649",1250,Apt,1.0,3.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749935,41.7681,-87.569
4749936,"2334 E 70th St  2, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4749936,41.7681,-87.569
4749937,"1433 E 66th Pl  2, Chicago, IL 60637",1150,Apt,1.0,3.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749937,41.7741,-87.5904
4749968,"6952 S Clyde Ave  2, Chicago, IL 60649",1253,Apt,1.0,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4749968,41.7689,-87.574
4750049,"4237 W Wilcox St  1st Fl., Chicago, IL 60624",1100,Apt,1.0,3.0,Yes,Available Now,(773) 226-7742,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750049,41.8787,-87.7313
4750063,"548 E 61st St  3, Chicago, IL 60637",1300,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4750063,41.784,-87.6115
4750245,"8001 S Prairie Ave 2, Chicago, IL 60619",1250,Apt,1.0,2.0,Yes,Available Now,(773) 418-3670,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750245,41.7491,-87.6176
4750248,"9118 S Dauphin Ave  1, Chicago, IL 60619",1459,Apt,2.0,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4750248,41.7291,-87.603
4750258,"2105 S Drake Ave  1, Chicago, IL 60623",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750258,41.8528,-87.7136
4750298,"1913 S Troy St  2, Chicago, IL 60623",1000,Apt,2.0,3.0,Yes,Available Now,(773) 750-2010,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4750298,41.8547,-87.704
4750357,"737 N Central Ave  108, Chicago, IL 60644",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750357,41.8938,-87.7653
4750358,"1422 E 68th St  2, Chicago, IL 60637",1207,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750358,41.7716,-87.5903
4750365,"3943 W Division St  3, Chicago, IL 60651",980,Apt,1.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750365,41.9026,-87.7253
4750367,"331 S Albany Ave  G, Chicago, IL 60612",980,Apt,2.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4750367,41.8768,-87.7035
4750368,"1846 S Sawyer Ave  2, Chicago, IL 60623",1250,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750368,41.8564,-87.7067
4750371,"232 N Leamington Ave  , Chicago, IL 60644",1350,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750371,41.8846,-87.7541
4750377,"3103 W Flournoy St 3, Chicago, IL 60612",1350,Apt,2.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4750377,41.8726,-87.7037
4750381,"4955 W Washington Blvd  1, Chicago, IL 60644",1350,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750381,41.8817,-87.7491
4750384,"1929 S Saint Louis Ave  2, Chicago, IL 60623",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750384,41.8542,-87.7123
4750388,"636 N Ridgeway Ave  , Chicago, IL 60624",1350,Apt,1.5,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4750388,41.892,-87.72
4750397,"6814 S Normal Blvd  , Chicago, IL 60621",1175,Apt,1.0,3.0,Yes,Available Now,(630) 453-8823,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750397,41.7703,-87.6376
4750422,"6924 S Oglesby Ave  2412, Chicago, IL 60649",1195,Apt,1.0,2.0,Yes,Available Now,(773) 717-5579,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750422,41.7694,-87.5683
4750424,"7729 S Carpenter St  2, Chicago, IL 60620",900,Apt,1.0,2.0,Yes,Available Now,(773) 764-9547,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750424,41.7536,-87.6501
4750437,"737 N Central Ave  108, Chicago, IL 60644",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750437,41.8938,-87.7653
4750440,"6234 S Indiana Ave  1, Chicago, IL 60637",1600,House,2.0,4.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-House/4750440,41.781,-87.6206
4750458,"4436 W Jackson Blvd  1, Chicago, IL 60624",1650,Apt,1.0,5.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-bathroom-rental-Apt/4750458,41.877,-87.736
4750506,"846 N Mayfield Ave 1, Chicago, IL 60651",1200,Apt,1.0,3.0,Yes,Available Now,(847) 322-2888,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750506,41.8962,-87.7725
4750661,"5712 W Grand Ave 1, Chicago, IL 60639",2400,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4750661,41.9195,-87.7689
4750664,"2209 N Marmora Ave  1, Chicago, IL 60639",1300,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750664,41.9209,-87.7731
4750665,"2205 N Marmora Ave  2, Chicago, IL 60639",1900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750665,41.9209,-87.7731
4750666,"2205 N Marmora Ave  2, Chicago, IL 60639",1500,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750666,41.9209,-87.7731
4750672,"2219 N Mango Ave  Garden, Chicago, IL 60639",1300,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4750672,41.9209,-87.7694
4750703,"7816 S Cornell Ave  2, Chicago, IL 60649",1088,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750703,41.753,-87.5845
4750752,"1528 S Saint Louis Ave  2, Chicago, IL 60623",1395,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4750752,41.8599,-87.7131
4750819,"5642 S Prairie Ave  1, Chicago, IL 60637",1502,Apt,2.0,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4750819,41.7922,-87.6192
4750854,"146 N Central Ave  1g, Chicago, IL 60644",1088,Apt,1.0,1.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4750854,41.8832,-87.7651
4750953,"6522 N Damen Ave  , Chicago, IL 60645",1800,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4750953,42.0004,-87.6803
4750964,"1855 S Troy St  , Chicago, IL 60623",1395,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4750964,41.8561,-87.7041
4750965,"1330 S Albany Ave 2, Chicago, IL 60623",1650,Apt,2.0,4.0,Yes,Available Now,(773) 587-4007,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4750965,41.8636,-87.7034
4750967,"8756 S Exchange Ave  2f, Chicago, IL 60617",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750967,41.7363,-87.5529
4750970,"4530 W Jackson Blvd  1, Chicago, IL 60624",1375,Apt,2.0,3.0,Yes,Available Now,(773) 587-4007,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4750970,41.877,-87.7389
4750976,"722 N Cicero Ave  2, Chicago, IL 60644",1500,Apt,1.0,4.0,Yes,Available Now,(773) 587-4007,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4750976,41.8938,-87.7459
4750978,"232 N Leamington Ave  2, Chicago, IL 60644",1500,Apt,1.0,4.0,Yes,Available Now,(773) 587-4007,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4750978,41.8846,-87.7541
4750982,"5904 S Campbell Ave  1, Chicago, IL 60629",1000,Apt,1.0,2.0,Yes,Available Now,(773) 587-4007,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4750982,41.7858,-87.6863
4751041,"6127 S King Dr 1, Chicago, IL 60637",1200,Apt,1.0,3.0,Yes,Available Now,(847) 322-2888,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4751041,41.783,-87.6153
4751047,"3422 W 13th Pl  1, Chicago, IL 60623",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751047,41.8642,-87.7112
4751311,"5221 S Calumet Ave  1, Chicago, IL 60615",1459,Apt,1.0,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4751311,41.7999,-87.6176
4751398,"6957 S Wabash Ave  2, Chicago, IL 60637",1207,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751398,41.7686,-87.6233
4751456,"6959 S Wabash Ave  2, Chicago, IL 60637",1200,Apt,1.0,2.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751456,41.7686,-87.6233
4751497,"7822 S South Shore Dr 1a, Chicago, IL 60649",875,Apt,1.0,1.0,Yes,Available Now,(773) 947-8370,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4751497,41.754,-87.5508
4751569,"6612 S Michigan Ave  2, Chicago, IL 60637",1400,Apt,2.0,3.0,Yes,Available Now,(773) 633-2369,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4751569,41.7743,-87.6228
4751570,"950 E 86th St  , Chicago, IL 60619",1259,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751570,41.7388,-87.6004
4751586,"7802 S Paulina St 2, Chicago, IL 60620",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751586,41.7517,-87.666
4751588,"1707 W 78th St  3, Chicago, IL 60620",600,Apt,1.0,0.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/0-bedroom-1-bathroom-rental-Apt/4751588,41.752,-87.6662
4751597,"6622 S Saint Lawrence Ave  , Chicago, IL 60637",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4751597,41.7745,-87.6107
4751599,"4243 S Calumet Ave  , Chicago, IL 60653",1700,Apt,1.5,5.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-full-bathroom-rental-Apt/4751599,41.8179,-87.6183
4751643,"4533 S Calumet Ave  2, Chicago, IL 60653",1257,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751643,41.8127,-87.6182
4751799,"3818 W Van Buren St  2, Chicago, IL 60624",1550,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4751799,41.8754,-87.7214
4751892,"525 W 118th St  1n, Chicago, IL 60628",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4751892,41.6796,-87.6358
4751962,"7816 S Cornell Ave  , Chicago, IL 60649",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4751962,41.7526,-87.5849
4751973,"8253 S Maryland Ave  2, Chicago, IL 60619",1200,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4751973,41.7443,-87.6035
4751979,"3936 W Gladys Ave  2, Chicago, IL 60624",1500,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4751979,41.8765,-87.7246
4752020,"1122 W 76th St , Chicago, IL 60620",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4752020,41.7561,-87.6523
4752128,"4234 S Calumet Ave  3, Chicago, IL 60653",1500,Apt,2.0,5.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-Apt/4752128,41.8173,-87.6187
4752172,"2739 N Lawndale Ave  , Chicago, IL 60647",1300,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752172,41.9312,-87.7192
4752226,"2205 E 70th Pl  1, Chicago, IL 60649",1500,Apt,1.5,4.0,Yes,Available Now,(312) 852-3387,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4752226,41.767,-87.5713
4752227,"7946 S Ellis Ave  3, Chicago, IL 60619",1089,Apt,1.0,2.0,Yes,Available Now,(312) 852-3387,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752227,41.7499,-87.6006
4752265,"7835 S Saginaw Ave  2, Chicago, IL 60649",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4752265,41.7526,-87.5596
4752361,"4615 S Vincennes Ave  1, Chicago, IL 60653",1500,Apt,1.0,4.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4752361,41.8107,-87.6135
4752449,"7811 S Evans Ave  , Chicago, IL 60619",1125,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752449,41.7527,-87.6062
4752518,"223 W 109th St  , Chicago, IL 60628",1300,House,1.5,4.0,Yes,Available Now,(312) 719-8898,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-House/4752518,41.696,-87.629
4752547,"718 W 61st Pl  2, Chicago, IL 60621",1375,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4752547,41.7827,-87.6433
4752618,"8100 S Green St  2, Chicago, IL 60620",1250,Apt,1.0,4.0,Yes,Available Now,(708) 724-8362,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4752618,41.7468,-87.6455
4752620,"3853 W Fillmore St  1, Chicago, IL 60624",1400,Apt,1.0,2.0,Yes,Available Now,(773) 972-3811,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752620,41.8678,-87.7223
4752737,"4537 S Calumet Ave  1, Chicago, IL 60653",1250,Apt,1.0,3.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4752737,41.8119,-87.6179
4752918,"8301 S Paulina St  3s, Chicago, IL 60620",1250,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752918,41.7429,-87.6655
4752921,"2800 E 81st St  1, Chicago, IL 60617",1088,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752921,41.7484,-87.5561
4752922,"7005 S Michigan Ave  1, Chicago, IL 60637",1253,Apt,1.0,2.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752922,41.7672,-87.6214
4752955,"8019 S Saginaw Ave  1, Chicago, IL 60617",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4752955,41.7494,-87.5598
4753002,"6049 S King Dr 2n, Chicago, IL 60637",1250,Apt,1.0,3.0,Yes,Available 3/15/2019,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4753002,41.7842,-87.6155
4753049,"7918 S Rhodes Ave  2n, Chicago, IL 60619",1400,Apt,1.5,3.0,Yes,Available 4/1/2019,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4753049,41.7505,-87.6116
4753177,"3846 W Polk St  2fl, Chicago, IL 60624",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4753177,41.871,-87.7222
4753194,"5621 S Laflin St 1, Chicago, IL 60636",1150,Apt,1.0,3.0,Yes,Available Now,(312) 446-6980,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4753194,41.7916,-87.6618
4753279,"443 E 70th St , Chicago, IL 60637",725,Apt,1.0,1.0,Yes,Available Now,(630) 453-8823,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4753279,41.7675,-87.6139
4753318,"6801 S Prairie Ave  1, Chicago, IL 60637",1225,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4753318,41.771,-87.6184
4753346,"301 W 117th St  2, Chicago, IL 60628",1200,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4753346,41.6814,-87.6301
4753704,"7421 S Yates Blvd  3, Chicago, IL 60649",1088,Apt,1.0,1.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4753704,41.7601,-87.566
4753775,"6942 S Paxton Ave  2, Chicago, IL 60649",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4753775,41.7686,-87.5718
4754004,"5061 W Gladys Ave , Chicago, IL 60644",1350,Townhouse,1.5,3.0,Yes,Available Now,(224) 456-6364,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Townhouse-Villa/4754004,41.8755,-87.7517
4754017,"13356 S Brandon Ave  2, Chicago, IL 60633",1250,Apt,1.0,4.0,Yes,Available Now,(312) 683-5174,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4754017,41.652,-87.5461
4754055,"718 W 61st Pl  , Chicago, IL 60621",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4754055,41.7827,-87.6433
4754101,"7040 S Cornell Ave , Chicago, IL 60649",825,Apt,1.0,1.0,Yes,Available Now,(773) 368-2433,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4754101,41.7668,-87.5845
4754109,"6142 S King Dr  3, Chicago, IL 60637",1502,Apt,2.0,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4754109,41.7826,-87.616
